x1,x2
0.91217361033210898,0.093342365748434492
0.038286236649886736,0.16082066522477581
-0.087784352397070664,0.87808330933648193
-0.21631437875362378,0.39633673550808618
0.93969536651392094,0.035046716803184712
0.1588027149615347,0.66025353363325456
0.12135028672271668,-0.10247965611105363
-0.051024333651872908,0.80717285548569917
0.35376199738427577,0.31853834599529424
0.16245838353077513,0.24517074202589287
-0.33773186143580175,0.63961034889869517
0.71540211536832843,-0.32337279810319497
0.5745098113626218,-0.34487093918523753
-0.27221293238817446,0.67160721207252794
-0.44470451250370402,0.31245272457952028
-0.39495438781707115,0.44451117736696749
0.91950310711816952,-0.099591630362442923
0.73986096156101933,0.020776993430682025
-0.11026943760216011,0.69238598969350151
0.10285277342620515,0.75334963365026408
0.58721701904015777,-0.014243746945240145
0.38383175812218001,0.20138697723083687
-0.33767008027290557,0.40345908344336417
0.37725297535325542,0.12495444978575994
-0.052768395450723898,0.15595925087306511
0.16998922948658202,0.72253647279838551
0.68595227553988436,-0.19567989715664086
0.60590282983074273,-0.39148751069054494
0.47754078116008003,-0.29798348473167324
0.48281020909355032,-0.64241598601742766
0.18026962533023716,1
0.76860094646744204,-0.13845596501109347
-0.058547451364146817,0.45403609068011913
0.21630473857885549,-0.077368516753844901
0.096952510448538531,-0.090012698649884912
0.040853930680346817,0.054623992884440697
0.1531895336129479,0.80574126202048968
-0.36274084642287663,0.47892158917700345
0.18589507812940545,-0.16964740547665233
0.045920943919390673,0.30314985390354904
0.088275117857249577,-0.26003656291933502
-0.32959612713434239,0.60310926001532428
0.18004578969692311,-0.23018942389306452
0.476115537749014,0.34219252501015623
0.1416605330089038,0.038206685064215685
0.47614158259585476,0.18438790575100059
-0.39658945754462688,0.26456681846571151
1,0.29608038859336994
0.9758600951478491,0.09187903887497649
0.34858128532740601,0.36059358704724026
0.18254639938437556,0.70215206415030207
0.90067246257298428,0.014449936742195387
-0.20036130245002975,0.61444408531534134
0.27177686279709456,0.54612634228383328
0.93996978162054179,0.18057551547781728
0.35777054288739146,0.27081229847802613
0.89843925417171588,0.23292649492283965
0.42101584324059943,0.37869714481341787
-0.24279588415920858,0.73384796591675716
0.19457089832336455,0.90882246375436615
0.41054097567800163,-0.43318948566280829
0.45101054458954015,-0.449018748046636
0.3501315907004916,0.56531973711421946
0.4055491059239143,-0.29781324628543832
0.17781963817155741,0.76641958602672333
0.43814432189854718,-0.41142405021272033
0.72500312559804447,-0.43477430796188743
0.37054501635865228,-0.41042837245253111
-0.50563614518548639,-0.23310369479463561
0.82052733113386256,-0.14543878348925735
-0.4780036441110776,0.049227635880321932
0.94721618749381231,0.18345456264496071
0.66006743803708356,-0.44725779098631702
-0.065225141492135666,0.88324999814729521
-0.39042469268420671,0.28129881725399758
0.43539608431851873,0.53638683909308082
0.16577787606528155,0.47127150415804475
-0.010353182978090123,0.22258162623305039
-0.38589190975315274,0.22584080405102688
0.96567388321502978,0.24163856254724825
0.33071678102616875,-0.31121254312180896
0.30995970859294802,0.63655327367750625
0.17739915803820241,-0.165215050350939
0.32075283735954785,-0.30105257751479847
0.43018181688310053,0.13630420395224252
0.28727070582482683,0.74467862922845263
0.033107323364806159,0.31578209072669472
0.96557436256911477,0.26422691667473486
0.17562641925678657,-0.045298466243840624
0.46703788918257894,-0.56225581349773612
0.11547028330549473,0.63350845517997756
-0.21350524614349697,0.43472387328610723
0.065229884224414961,0.16898237631105151
-0.54837750163788201,0.16462515533847288
-0.37272370483775902,0.26529108157136116
0.6009806605645952,-0.38159675355487754
-0.30148400718372048,0.38321718475052213
-0.18705385420566384,0.85388685652269525
0.68439334006920782,-0.24502253057215781
0.30611732461785107,0.51032641650329191
