Class,Feature_1,Feature_2
1.0,-2.6054145137332307,3.38756780583625
1.0,2.1192628245269924,0.25897361056838025
1.0,-0.007927146440115947,1.833903225715164
1.0,-2.997648644426073,-3.2338481716803513
1.0,-2.2413190266347356,-0.4984016364843559
1.0,0.6772977070986773,-0.6012871227946314
1.0,1.0853175137007045,1.1819515282896946
1.0,0.1977763512509285,0.895236557960853
1.0,0.3355006370366082,-0.9879957735191484
1.0,-1.7353440253026708,-1.3279349917835523
1.0,0.7134568853841426,-1.0780518165651278
1.0,-0.007068457274820452,-0.9172869414555496
1.0,0.738460897478926,0.7415415927305803
1.0,0.4326238499651287,0.7808095519998458
1.0,1.8709190060207495,0.7411909005373407
1.0,0.14495015762782443,1.822840220584941
1.0,-0.4575102313228028,2.004671935128699
1.0,0.029313458620847416,1.6353627452171506
1.0,-1.5171901741007052,0.332720906897013
1.0,-0.18843845222876082,-0.388831733996113
1.0,1.364210291127643,-3.6035368364071143
1.0,0.21168810102518415,0.4724817380990551
1.0,-0.9964786170397495,1.346762211996313
1.0,-0.709034441762902,-0.1536600697352249
1.0,1.436074071367351,0.5943506768939923
1.0,-1.2868617946937786,0.14640840714940476
1.0,0.5559410742734604,-0.011054401898093421
1.0,-0.4342917416264602,0.40175243502107943
1.0,-1.6542500801048616,-0.7989157147642505
1.0,0.20011715253755155,-0.8140200029497316
1.0,-0.11447125632863558,2.610503350507167
1.0,-0.18475977272404012,-0.34387237344312016
1.0,0.9946590027408619,-1.8140083167102514
1.0,-0.40391434085362365,0.5952190154638045
1.0,0.44353409322204257,-0.771588510133844
1.0,1.163673951658452,-0.05415812460029215
1.0,1.0750350204231158,0.7752776803286807
1.0,0.20591657348207915,-0.24103847467450767
1.0,1.9084934027001437,-1.1412693983510858
1.0,-1.2218549097027025,1.5799165119087981
1.0,1.4559050293304092,0.01643586856033524
1.0,0.12156832535338141,-2.021245715660076
1.0,0.4300441930554344,0.10960820109085584
1.0,-0.5076012482314763,0.7600800376185045
1.0,-0.44152256009238894,1.2654229014626996
1.0,1.30932982188292,-0.8056900764647117
1.0,-0.3480589331179416,1.619777168311109
1.0,-0.43789514570100396,-0.5093663705957875
1.0,2.080299873706211,1.0862761629129465
1.0,2.3131436076629917,-1.151201179362707
1.0,0.6807869893199688,-0.7260054199329119
1.0,-2.3045324167399066,-1.158372185839864
1.0,-1.3116212594977616,-0.05465855412393712
1.0,-1.3513832303868916,1.2385147606207965
1.0,0.2543258224596375,0.7539550353097217
1.0,-0.21287681736255523,-0.8626091237608026
1.0,0.13564918161369538,-0.7753566010460498
1.0,1.3518255263070438,-5.097781273733801
1.0,-2.0014890745370684,1.8858589430559831
1.0,2.8339150193153424,-0.08793414734008546
1.0,1.5410352035770583,0.6339299046895457
1.0,1.9496392013800798,0.9788145540169327
1.0,0.07992564651790014,-0.7462342004597999
1.0,-3.238745155827834,-0.1325398561205772
1.0,-0.05824629054172428,-0.40765774664299886
1.0,0.4970395703034222,-1.5770597637349644
1.0,0.2912111381549698,0.9876860938733136
1.0,-1.5823870058165324,1.177632709021454
1.0,-1.3337961258962476,-1.350486003762856
1.0,0.6559512865545674,0.4249902182837344
1.0,0.7740117679136811,-0.9547463219667438
1.0,-0.37702960481729664,1.6362653537722363
1.0,1.0618533192399833,-2.007986290639803
1.0,0.9938364556964701,0.7192557413152711
1.0,-1.5485051740266267,0.7089655368358088
1.0,0.12642844363822153,-0.4003178265647243
1.0,-0.41377172964859155,-0.44350244410185014
1.0,-0.38359785257674867,0.6789442993607209
1.0,0.550064446413767,-0.24655657789938992
1.0,0.09811958234130032,-4.215451255504421
1.0,1.7880983814527027,0.4504250019696194
1.0,-0.8707163711887862,1.0696768990877665
1.0,-2.2507655980974306,-0.8446643683462306
1.0,-0.2784356790676586,0.6033850507729043
1.0,1.2606802503960421,0.6422409224127134
1.0,-1.326889534952085,-1.2260445839480527
1.0,-0.26344906972438276,1.0580435020226742
1.0,2.149279561749227,-2.8679242057206595
1.0,-0.38095167647581235,-0.6887928759828116
1.0,-0.3777980258932015,-0.5973558729552477
1.0,-3.686814486296876,2.833393847667632
1.0,2.5368308785948717,-1.7967690521039743
1.0,-0.41520762398954564,-1.1675729514005728
1.0,0.27039053611329805,-0.3247907888668881
1.0,-0.9896798342904586,-1.6517495958913162
1.0,-0.6985400419454801,1.5786238330300981
1.0,1.2629603723150162,0.23984769958262184
1.0,-1.7279618838950515,-0.2909332675267418
1.0,0.7460260416693225,0.3961951595718844
1.0,0.5037554550761143,0.5281391431724943
1.0,-3.470720401915856,3.413812979056105
1.0,-1.0467857826258864,1.2911273305365056
1.0,1.0119024227909317,1.0190366383933316
1.0,-1.139491762270453,-0.04179388785950367
1.0,-0.9287292489934902,0.8517400623692272
1.0,-1.5182355803082885,0.32102551986544475
1.0,1.9007409065923058,-0.38099090287233534
1.0,-0.42179838777488887,-0.7016803002444845
1.0,1.6548460746186513,-1.4546472973078477
1.0,0.19753357559882498,-0.6867491760844386
1.0,-1.1833087291165527,0.02502081636135659
1.0,-0.5624242012993335,-1.158746494047689
1.0,1.7358815658897038,0.09272866821891024
1.0,-1.0895801261669666,-2.252106913968859
1.0,1.7840385719742744,-0.4488972066132202
1.0,0.13101000272010715,0.35151980095420077
1.0,1.534306151881756,1.3728018853221464
1.0,-0.2396766922502995,0.8368625990191888
1.0,0.6019181513152453,0.16946995230357395
1.0,-0.8848146655362071,-1.7596244067503755
1.0,-0.24646980852753997,-1.4615363497006812
1.0,0.19123000174444948,-1.718093292619002
1.0,2.190401815174775,-1.9705932224866765
1.0,2.977383288382836,1.2493535957235333
1.0,1.3342659543761886,-0.5149221142794822
1.0,-0.6971342213767286,-0.2581227003125465
1.0,0.5318643910328951,-0.8595428071290814
1.0,0.47486862996510454,-0.15490760283982757
1.0,-0.6170708551626206,-1.0068450742220438
1.0,-1.6041084546202804,-0.22623079595177936
1.0,1.9624619000989851,-0.5373529531592699
1.0,-0.8353396559303659,2.5195154651015326
1.0,0.9047164563067273,-0.4754734418813806
1.0,0.4295030093213832,2.878492894560313
1.0,0.6073248974673601,-0.09032475451053565
1.0,0.33473445762682036,-0.773415401808506
1.0,-4.035104483963555,1.0493897828974004
1.0,1.0023380597403517,1.6502209666262955
1.0,1.181858531088273,-1.605443161683316
1.0,0.7494724647802564,-1.0291164190479365
1.0,-1.1945237553455124,0.7532258435268432
1.0,0.8671235873221753,1.6227270678057233
1.0,-0.14323793523613776,0.3828433828527405
1.0,-0.5627616843621426,-1.7864185774985657
1.0,0.5084882790964563,0.9236597797689122
1.0,2.7309343668105766,0.8268689252699014
1.0,-1.8664876192777369,-1.2971465268264903
1.0,-3.3948659266894468,-1.7643559799866
1.0,-1.0207393221155365,-1.1591115231672455
1.0,1.563443994245762,-1.4411186209680678
1.0,-0.15401444446233623,-0.0683129769088557
1.0,2.19003719615025,1.4966243965204609
1.0,-4.080972828219137,-1.2456506291926799
1.0,2.8443590282633466,-2.0411223616838
1.0,0.5773356182831647,0.8843153680910941
1.0,1.0218072734276187,-1.5838139631640515
1.0,-1.3446133352925997,0.8346510839306801
1.0,1.0209941211876965,-0.6547664864225509
1.0,-0.756736854010148,0.27084372802616036
1.0,2.2668699705127926,-3.3217039861812
1.0,-1.3019589191234158,-0.8139674439203949
1.0,-1.5269147792350455,-2.889133033934268
1.0,-1.9649220198416144,1.716213619722295
1.0,0.017445396266746488,1.2624402120190532
1.0,1.2199437726067246,-1.6474112442318236
1.0,0.6515878108471546,1.9955088295250942
1.0,1.9330390798244355,1.6518271922096477
1.0,-1.4673418876365056,0.36494132473349566
1.0,-0.17439050829730213,0.5131653030310618
1.0,-1.3482494040352984,-0.1183059007748385
1.0,2.0353805871107467,-0.9688789489223496
1.0,-0.7134830420221147,1.572490069231118
1.0,-2.7469706613460034,1.3721562550693782
1.0,-1.9478838225531352,0.39720784954916977
1.0,-1.5131803960252517,-0.2065095269759751
1.0,-0.9006996239573873,0.5261136894327344
1.0,-1.3382132213367472,-0.038917555684381926
1.0,-1.5962824545670344,-0.18096468690607953
1.0,1.4260884112255914,-0.7924846324048193
1.0,0.9840700209014723,1.9845686907926576
1.0,-1.5204872866769412,-2.670145506306876
1.0,-0.16925655350211827,-0.11037750410233477
1.0,-2.1864522537390734,1.4145020236323607
1.0,0.7374984503811549,-2.6389479540988057
1.0,0.8551613568498182,0.9351082979076839
1.0,2.030114829404525,0.5167869774074125
1.0,3.2893199887310463,0.9308003947768989
1.0,1.137977319561617,-1.4205819919422635
1.0,-1.1535840897312326,-3.1762088082489464
1.0,1.2506989276809406,1.1308955991527017
1.0,0.6680336366613561,0.010402406103403239
1.0,-0.258368945676769,3.3946870961936395
1.0,0.366337312093927,2.809141234962676
1.0,0.06388856357372857,-1.4304668102310694
1.0,0.06386435654120765,0.8928221527562923
1.0,0.1681463929935007,-0.4258464315736984
1.0,0.473909428244487,0.7877347206958882
1.0,0.13461473449676828,-2.5573758733676706
1.0,0.7397575876752583,-0.774246249645871
1.0,1.554498630545187,-1.659924583237781
1.0,-1.2468180740370065,1.2155735249760105
1.0,2.1128337279720477,0.9951975436997555
1.0,-0.16618706892420115,-0.7443521587224412
1.0,-0.7042446302784824,-2.412327067178424
1.0,0.7240043816381933,1.0226847904728873
1.0,-0.536767793604841,-0.46101159466857955
1.0,0.976414840480059,-0.40496599450319465
1.0,-0.0835975609077876,-1.866864516815701
1.0,-2.6405080052769487,-0.6852903016939299
1.0,0.2559677654590666,-1.7607379007353163
1.0,0.2761205365020186,-0.9099334116917441
1.0,2.007517841927949,-0.07271628907230702
1.0,0.668870680304986,2.7333123443307126
1.0,1.9924669302542688,0.7231830044566354
1.0,0.20928777896220266,-0.2103695286910144
1.0,-0.8537099371806923,0.4569185960544779
1.0,-3.2329270089283586,-0.09171880196145134
1.0,-0.5240357952853323,-0.5359735936928884
1.0,0.3458989163626085,-3.140332616082153
1.0,-0.06155362896060526,1.0849399647867657
1.0,0.42897700501555586,2.658175170881859
1.0,-0.8908177380699421,-0.23260126327903557
1.0,0.5114259889234384,-0.01042944585040383
1.0,-1.3248759338869465,-0.6262024766638651
1.0,0.2992091541335795,1.6955247028353864
1.0,-0.6359064826429455,-1.2130591545547154
1.0,0.9096567316594857,0.8551454092601412
1.0,-0.28598179885791225,3.035060574857641
1.0,0.46188705502864713,2.497371617085803
1.0,0.4615409293088919,-0.9608602660880011
1.0,-1.259079198365188,-0.05522856145950446
1.0,0.8587400823016978,-1.107280036894493
1.0,1.3413645120849087,1.3258975239190176
1.0,2.961298190362493,0.20089866568590192
1.0,-0.8332675327055457,0.5282942671206386
1.0,-0.6596424509724563,1.0741972446724126
1.0,-1.4693382077727286,2.3378078945640555
1.0,0.5926515726286087,-1.7330211416388073
